,Channel Title,Channel Username,ID,Message,Date,Media Path
2827,Sheger online-store,@Shageronlinestore,2320,"sokany Crepe maker
          High quality 

ለ ፖን ኬክ፣ ለፈጢራ ፣ለጨጨብሳ እና ለሻዋርማ


Material of Plate: Stainless Steel
Voltage: 220V
Power: 650W
Multifunctional as a griddle 
Automatic temperature control 
Function: Shallow Oil Fry,Bake,Energy Saver,Non-Stick Coating
Size of the pancake maker: the diameter of the pans is 20cm and of the plate is 22cm

     ዋጋ-2000ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)


     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-29 05:40:01+00:00,photos/@Shageronlinestore_2320.jpg
2828,Sheger online-store,@Shageronlinestore,2319,"ለመላዉ የክርስትና እምንነት ተከታይ ደንበኞቻችን በሙሉ እንኳን ለብርሃነ መስቀሉ  በሰላም አደረሳችሁ።

      በአንድነት  ፣ በፍቅር እና በመተሳሰብ የተሞላ በዓል እንዲሆንልዎ ከልብ እንመኛለን!
         

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-27 20:54:01+00:00,photos/@Shageronlinestore_2319.jpg
2829,Sheger online-store,@Shageronlinestore,2318,"High pressure water Gun nozzle

   መኪና ለማጠብ
   ግቢ ለማፅዳት ተመራጭ
   የራሱ መለዋወጫ ያለው

ዋጋ፦    800 ብር

 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-27 07:11:44+00:00,
2830,Sheger online-store,@Shageronlinestore,2317,"High pressure water Gun nozzle

   መኪና ለማጠብ
   ግቢ ለማፅዳት ተመራጭ
   የራሱ መለዋወጫ ያለው

ዋጋ፦    800 ብር

 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-27 07:04:03+00:00,photos/@Shageronlinestore_2317.jpg
2831,Sheger online-store,@Shageronlinestore,2316,"ለመላዉ የእስልምና እምንነት ተከታይ ደንበኞቻችን በሙሉ እንኳን ለመውሊድ በዐል በሰላም አደረሳችሁ።

መልካም በዐል


          ውድ ደንበኞቻችን
   ሱቃችን ነገ(ዕሮብ)ሙሉ ቀን ክፍት መሆኑን 
           በደስታ እንገልፃለን።

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-26 20:52:59+00:00,photos/@Shageronlinestore_2316.jpg
2834,Sheger online-store,@Shageronlinestore,2313,"Toddler babygirl headwrap and socks

        ዋጋ:-250ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-26 15:30:23+00:00,photos/@Shageronlinestore_2313.jpg
2837,Sheger online-store,@Shageronlinestore,2310," 12 Holes cup  + Silicon Baking Molds Muffin pan
ደጋግመው የሚጠቀሙት እና የማይዝ ሲልከን አብሮት ያለው 

  ዋጋ፦  900 ብር

ውስን ፍሬ ነው የቀረው 

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-26 12:42:22+00:00,photos/@Shageronlinestore_2310.jpg
2839,Sheger online-store,@Shageronlinestore,2308,"3pcs ceramic chafing dishes

  ለየብቻው መጠቀም ይቻላል

  ከንፁህ ሴራሚክ የተሰራ

  የአልኮልና የሻማ ማሞቂያ ያለው




     ዋጋ፦  5000 ብር 


ውስን ፍሬ ነው የቀረው 
 Limited Stock 

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-26 06:22:44+00:00,photos/@Shageronlinestore_2308.jpg
2840,Sheger online-store,@Shageronlinestore,2307," Baby saliva Bag 
   ሲመገቡም የምንጠቀመው

ዋጋ፦    200 ብር

ውስን ፍሬ ነው ያለን/ Limited Stock


 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-25 18:38:23+00:00,photos/@Shageronlinestore_2307.jpg
2841,Sheger online-store,@Shageronlinestore,2306,"Diamond texture transparent glass water jug

         ዋጋ:-1200ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-25 12:12:16+00:00,photos/@Shageronlinestore_2306.jpg
2842,Sheger online-store,@Shageronlinestore,2305," Baby Feeding Bottle Spoon with Container Baby Food Feeder
       High Quality 

የህፃናት መመገቢያ ጡጦ

Silicone Squeeze Spoon Feeder for Infant Food Dispensing and Feeding

Safe Material
Filterable Food
Strong Sealing
Easy to Use

ዋጋ፦    400 ብር

ውስን ፍሬ ነው ያለን/ Limited Stock

 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05 (ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-25 06:18:38+00:00,
2843,Sheger online-store,@Shageronlinestore,2304," Baby Feeding Bottle Spoon with Container Baby Food Feeder
       High Quality 

የህፃናት መመገቢያ ጡጦ

Silicone Squeeze Spoon Feeder for Infant Food Dispensing and Feeding

Safe Material
Filterable Food
Strong Sealing
Easy to Use

ዋጋ፦    400 ብር

ውስን ፍሬ ነው ያለን/ Limited Stock

 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-25 06:14:47+00:00,photos/@Shageronlinestore_2304.jpg
2844,Sheger online-store,@Shageronlinestore,2303,"Soap Pump Dispenser with Sponge

Dispense the perfect amount of dish soap, Every time!!
Tank Capacity: 385ml

ዋጋ፦      350 ብር 

ውስን ፍሬ ነው ያለው 

 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A (ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-24 18:12:15+00:00,
2845,Sheger online-store,@Shageronlinestore,2302,"Soap Pump Dispenser with Sponge

Dispense the perfect amount of dish soap, Every time!!
Tank Capacity: 385ml

ዋጋ፦      350 ብር 

ውስን ፍሬ ነው ያለው 

 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A (ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-24 18:11:00+00:00,photos/@Shageronlinestore_2302.jpg
2847,Sheger online-store,@Shageronlinestore,2300,"boppy pillow


     
   ዋጋ:- 900ብር

ውስን ፍሬ ነው ያለው

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-23 13:09:29+00:00,photos/@Shageronlinestore_2300.jpg
2848,Sheger online-store,@Shageronlinestore,2299,"4pcs glass canister set 

  አራት የተለያየ መጠን ያላቸው (2ሊ, 1.6ሊ, 1.2ሊ and 0.8ሊ)

      ዋጋ:-2700ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-23 08:29:11+00:00,photos/@Shageronlinestore_2299.jpg
2851,Sheger online-store,@Shageronlinestore,2296,"Baby comb and brush set
    
          ዋጋ:-200ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-23 06:31:59+00:00,photos/@Shageronlinestore_2296.jpg
2852,Sheger online-store,@Shageronlinestore,2295," Door Bottom Seal Strip Stopper 
 High Quality 
® አንደኛው ወፍራሙ 

Keep Hot and Cold Air isolated 
 Reduce The Noise Outside and Door slamming 
 No    
    
Size  93cm * 10cm 

   ዋጋ፦   400 ብር 


 አድራሻ መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore",2023-09-22 16:30:31+00:00,
2856,Sheger online-store,@Shageronlinestore,2291," Door Bottom Seal Strip Stopper 
 High Quality 
® አንደኛው ወፍራሙ 

Keep Hot and Cold Air isolated 
 Reduce The Noise Outside and Door slamming 
 No    
    
Size  93cm * 10cm 

   ዋጋ፦   400 ብር 


 አድራሻ መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05/SL-06 (ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore",2023-09-22 16:11:03+00:00,photos/@Shageronlinestore_2291.jpg
2858,Sheger online-store,@Shageronlinestore,2289," Smart Towel

Allows you to look good, be comfortable and confident when you get out of the shower

ዋጋ፦    700 ብር

ውስን ፍሬ ነው ያለው

 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A (ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore",2023-09-22 08:29:45+00:00,photos/@Shageronlinestore_2289.jpg
2859,Sheger online-store,@Shageronlinestore,2288,"Lint remover /Fabric shaver for clothes

በቻርጅ የሚሰራ

ዋጋ፦    950 ብር

ውስን ፍሬ ነው ያለው

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-22 07:01:17+00:00,
2862,Sheger online-store,@Shageronlinestore,2285," 3in1 colorfull  Water Bottle 

      High Quality
package includes2litter,
                                     900ml
                                      300ml


Motivational design-gives you motivation, reminds you to stay hydrated and drink enough water throughout the day

Convenient to carry


  ዋጋ፦ 1500ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-21 12:48:56+00:00,photos/@Shageronlinestore_2285.jpg
2863,Sheger online-store,@Shageronlinestore,2284," Ultrasound Atomization Cool Humidifier
 በኤሌክትሪክ የሚሰራ 
 ለቤት መልካም መዓዛን የሚሰጥ

Capacity: 130 ml
Purify the air & Beautify the Environment
Reducing soot soothe fatigue  

Your Home , Your Smile‼


     ዋጋ፦   900 ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-21 09:10:37+00:00,photos/@Shageronlinestore_2284.jpg
2864,Sheger online-store,@Shageronlinestore,2283,"500ml kids water bottle
  ጠንካራ እና እማይሰበር

        ዋጋ:-600ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-21 06:31:09+00:00,photos/@Shageronlinestore_2283.jpg
2865,Sheger online-store,@Shageronlinestore,2282,"CHILDREN FOLDING BATH TUB

 የህፃናታ ገላ መታጠቢያ ገንዳ
 የሚታጠፍ ፤ የሚዘረጋ
 ወፍራም ጠንካራ
 የራሱ መቆሚያ እግር ያለው
 ቦታ ቆጣቢ
 ለህፃናት ምቹ ሆኖ የተመረተ
 የፍሳሽ ማስወገጃ ያለው
 ለስጦታ የሚያስመሰግን
       
       ዋጋ:-3000ብር

Bathtub with net 3500ብር


 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-20 14:34:52+00:00,
2866,Sheger online-store,@Shageronlinestore,2281," Orthopedic Leg Pillow

የእግር ትራስ
 ልስልስ ያለ ልብሱ የሚታጠብ ትራስ
 ጤነኛ እንቅልፍ ለመተኛት
 የጉልበት፣መቀመጫ እና የጀርባ ዲስክ ህመምን የሚከላከል
 Ergonomically designed cushion
     
         ዋጋ :- 550 ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-20 13:00:40+00:00,
2867,Sheger online-store,@Shageronlinestore,2280," Orthopedic Leg Pillow

የእግር ትራስ
 ልስልስ ያለ ልብሱ የሚታጠብ ትራስ
 ጤነኛ እንቅልፍ ለመተኛት
 የጉልበት፣መቀመጫ እና የጀርባ ዲስክ ህመምን የሚከላከል
 Ergonomically designed cushion
     
         ዋጋ :- 550 ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-20 12:49:13+00:00,photos/@Shageronlinestore_2280.jpg
2868,Sheger online-store,@Shageronlinestore,2279,"አልቆ የነበረዉ በድጋሚ ገብቶል

   2in1 self wash mop with        bucket and extra cloth 

Quickly and easily clean your flooring with this flat mop and bucket set

Wash Dry with Reusable Flat Mop Pads

የራሱ መጭመቂያ ያለው

Easy Self Wringing Dust Mops for Floor Cleaning

     ዋጋ:-1400ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-20 08:37:36+00:00,
2869,Sheger online-store,@Shageronlinestore,2278,"2in1 self wash mop with bucket and extra cloth 

Quickly and easily clean your flooring with this flat mop and bucket set

Wash Dry with Reusable Flat Mop Pads

የራሱ መጭመቂያ ያለው

Easy Self Wringing Dust Mops for Floor Cleaning

     ዋጋ:-1400ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-20 08:37:13+00:00,
2875,Sheger online-store,@Shageronlinestore,2272,"2in1 self wash mop with bucket and extra cloth 

የራሱ መጭመቂያ ያለው

Quickly and easily clean your flooring with this flat mop and bucket set

Wash Dry with Reusable Flat Mop Pads

Easy Self Wringing Dust Mops for Floor Cleaning

     ዋጋ:-1400ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-20 08:35:26+00:00,photos/@Shageronlinestore_2272.jpg
2876,Sheger online-store,@Shageronlinestore,2271,"Delux baby bather

ሲንክ ላይ የሻወር ገንዳ ላይ ለማጠብ ምቹ 
በቀላሉ የሚተጣጠፍ እና ለማስቀመጥ ቦታ የማይዝ
3 የአቀማመጥ ደረጃወች ስላሉት 
    ቀና አድርገን እና ጋደም አድርገን ለማጠብ
    የሚመች
ፀሀይ ለማሞቅ የሚመች

      ዋጋ:-1700ብር

ውስን ፍሬ ነው ያለን/ Limited Stock

       
 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-20 06:15:58+00:00,
2877,Sheger online-store,@Shageronlinestore,2270,"Delux baby bather

ሲንክ ላይ የሻወር ገንዳ ላይ ለማጠብ ምቹ 
በቀላሉ የሚተጣጠፍ እና ለማስቀመጥ ቦታ የማይዝ
3 የአቀማመጥ ደረጃወች ስላሉት 
    ቀና አድርገን እና ጋደም አድርገን ለማጠብ
    የሚመች
ፀሀይ ለማሞቅ የሚመች

        ዋጋ:-1700ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-20 06:04:08+00:00,photos/@Shageronlinestore_2270.jpg
2880,Sheger online-store,@Shageronlinestore,2267," BLACK + DEKER  USA PRODUCT
5 አይነት መለዋወጫ ያለው ሁለገብ  
        መፍጫ ።
ለብርቱካን ፣ ካሮት ፣ አናናስ ፣ ሎሚ ፣ መንደሪን የመሳሰሉትን ፍራፍሬዎች ለመጭመቅ የሚያስችል ነው። በተጨማሪም ቆሻሻውን ከጭማቂው እየለየ ጁስ ለመስራት የሚያስችል ነው።
ስጋ ፣ ጉበት እና መሰል ምግቦችን ለክትፎ ፣ ለዱለት እና ለሌሎችም የምግብ ዝግጅቶች መፍጨት የሚችል።
ሽንኩርት ፣ ቃሪያ ፣ ቲማቲም ፣ ጎመን ፣ ቆስጣ እንዲሁም ሌሎች አትክልቶችን የሚፈጭ ማሽን።
ለማንኛውም አይነት ቅመማ ቅመም ማለትም በርበሬ ፣ ሚጥሚጣ ፣ ቡና ፣ ቀረፋ ፣ ለውዝ ፣ ሱፍ ፣ ሰሊጥ ፣ ተልባ እና አጠቃላይ ደረቃ ደረቅ ቅመሞችን የሚፈጭ ማሽን።
 እንዲሁም ለዳቦ ቆሎና ፓስታ ፉርኖ ( home made pasta and noodles) ማዘጋጀት የሚያስችል ተመራጭ እቃ።
 በተጨማሪም Slicer መስሪያ ያለው ሲሆን ለድንች ፣ ቀይስር ፣ ካሮትና መሠል ምግቦች በ 3 አይነት የተለያዩ ቅርፃ ቅርፅ ማውጫዎች slicer መስራት የሚችል ነው።
 አነስተኛ የኤሌክትሪክ ፍጆታ ። 

      ዋጋ፦    8,800 ብር

ውስን ፍሬ ነው ያለው

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-19 17:07:46+00:00,photos/@Shageronlinestore_2267.jpg
2886,Sheger online-store,@Shageronlinestore,2260,"LED Crystal Table Lamp 

Very suitable for desktop night lights in living rooms, bedrooms, restaurants, hotels, etc.

rechargeable battery:-5v/1A
USB charging
Color Changing LED Desk Lamp
Long Battery Life

#Package_Included:
1x Crystal Lamp
1x charging cable


            ዋጋ፦  1,700 ብር

ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-19 15:40:26+00:00,photos/@Shageronlinestore_2260.jpg
2890,Sheger online-store,@Shageronlinestore,2255,"baby bank feeding bottle

               ዋጋ:-1900ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2023-09-19 08:37:55+00:00,photos/@Shageronlinestore_2255.jpg
2891,Sheger online-store,@Shageronlinestore,2254," Super Stretch Silicon Lids ( 6 pack )

የዕቃ መሸፈኛ ሲሊከን ፕላስቲኮች በተደጋጋሚ የምንጠቀምባቸዉ በተለያዩ ሳይዞች የቀረቡ የሚለጠጥ የማይቀደድ 

Kitchen + Home Silicone Stretch Lids  
Set of 6 Silicone Food Saver Covers 

 Superior Quality  
 Lids that fit 
 Reusable 
 Temperature Resistant  
 Food Safe

ዋጋ፦    350 ብር 

 አድራሻ መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A (ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
    @shager_onlinestore",2023-09-19 06:15:40+00:00,
